fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,36,TELANGANA,3629,Kamareddy,773978,436.661188633212,4,265,17.81032,12,82,11652,56973,13070,61842,8354,41503,0,266.589299,12363,16442,155969,306788,0,257923,496649,11664,248.778979,34911,12,50.58,21.62,100,NA
2025-2026,April,36,TELANGANA,3632,Mahabubabad,963133,426.388660501257,7,281,15.86033,55,47,14740,131270,12889,37541,71161,144345,0,575.58072464,17587,26523,136028,306178,0,236026,494414,14795,559.72039464,72540,14,38.65,48.65,100,NA
2025-2026,April,36,TELANGANA,3636,Nirmal,1417613,405.425645694838,6,377,22.24916,30,36,13960,220979,43031,52160,58339,48363,0,918.154697599997,32333,47751,128724,262611,0,184907,349415,13990,895.905537599997,133667,28,17.61,61.82,100,NA
2025-2026,April,36,TELANGANA,3644,Yadadri Bhuvanagiri,518140,479.958699699475,4,330,18.62363,1,17,12090,107146,23651,37818,9759,18571,0,532.88017838,22278,25856,88676,176975,0,157702,292063,12091,514.25654838,87644,36,83.17,11.97,100,NA
2025-2026,April,36,TELANGANA,3614,Mahabubnagar,567915,336.795555687658,4,127,20.57301,16,38,11926,75699,11524,24599,15530,22751,0,275.5238777,15689,18734,80460,147399,0,139325,227737,11942,254.9508677,54083,24,20.8,18.8,100,NA
2025-2026,April,36,TELANGANA,3621,Warangal,478923,271.60935963014,5,236,11.09356,24,32,6567,71162,13343,27285,18731,40268,0,204.3762125,12339,16604,74495,160632,0,130235,264819,6591,193.2826525,47159,26,55.86,22.06,100,NA
2025-2026,April,36,TELANGANA,3622,Khammam,996307,527.867182240365,5,474,29.14476,282,18,22893,135228,31964,100911,35242,90201,0,742.9689932,25507,32985,174505,398216,0,322300,678102,23175,713.8242332,75467,20,32.95,26.29,100,NA
2025-2026,April,36,TELANGANA,3623,Nalgonda,1475811,394.550825726818,5,760,42.9949,99,79,24794,208374,39163,102373,47837,100281,0,865.136237600001,38143,51459,216666,499924,0,381882,809529,24893,822.141337600001,135620,33,39.14,13.02,100,NA
2025-2026,April,36,TELANGANA,3624,Jogulamba Gadwal,478028,827.290802278471,4,68,16.13914,68,28,13014,24929,7210,43707,395,2830,0,222.3744641,5504,7957,83115,189848,0,170665,365206,13082,206.2353241,13871,38,49.17,2.3,100,NA
2025-2026,April,36,TELANGANA,3642,Suryapet,987580,294.020034185982,6,574,32.5865617,90,91,20350,124905,27498,83782,23342,77953,0,399.8322854,20375,29544,176332,407167,0,291447,634327,20440,367.2457237,76359,19,29,2.1,100,NA
2025-2026,April,36,TELANGANA,3643,Wanaparthy,453787,540.276346864952,4,63,22.79214,258,21,9747,24880,3939,24774,5696,14621,0,157.2128951,6193,7445,70209,147533,0,135099,265906,10005,134.4207551,16665,27,58.98,31.27,100,NA
2025-2026,April,36,TELANGANA,3644,Yadadri Bhuvanagiri,518140,480.974161147882,4,324,18.62363,1,17,12069,106213,23358,37818,9759,18571,0,529.48071578,22106,25629,88675,176971,0,157702,292058,12070,510.85708578,86955,36,83.03,12.07,100,NA
2025-2026,April,36,TELANGANA,3618,Nizamabad,1071261,345.486080761763,6,572,23.0746599,16,30,14618,199327,43516,67468,39704,48488,0,711.7217001,33085,40201,157986,312184,0,268069,505033,14634,688.6470402,139015,7,40.54,86.19,100,NA
2025-2026,April,36,TELANGANA,3623,Nalgonda,1475811,296.603101433457,7,1277,42.9949,133,48,25216,474587,85448,102532,114770,100516,0,1450.634661,61869,86527,217088,500870,0,381882,809627,25349,1407.639761,304814,34,45.58,63.53,100,NA
2025-2026,April,36,TELANGANA,3627,Jangaon,676465,263.561507150406,7,324,25.4972159,9,8,14510,206282,43740,34076,41408,28676,0,569.17716408,26118,35926,77202,160934,0,117823,231308,14519,543.67994818,137984,33,52.04,56.1,100,NA
2025-2026,April,36,TELANGANA,3628,Jayashanker Bhopalapally,532180,238.085751398425,8,245,10.88498,4,10,7434,122638,28669,40658,18338,18124,0,302.868583800001,14004,20120,70587,166254,0,113547,252338,7438,291.983603800001,65049,16,27.02,45.01,100,NA
2025-2026,April,36,TELANGANA,3630,Bhadradri Kothagudem,812195,288.466279520267,10,192,31.166856,47,36,14955,199778,16048,34029,122847,176541,0,607.4590199,19494,26908,129265,287856,0,223406,458853,15002,576.2921639,119477,41,43.22,63.61,100,NA
2025-2026,April,36,TELANGANA,3634,Mancherial,596775,272.47021040809,9,339,22.2546356,103,8,8526,260874,83377,52925,51124,26267,0,733.058572300002,27786,38348,76852,163682,0,131041,254489,8629,710.803936700002,165638,19,27.24,82.19,100,NA
2025-2026,April,36,TELANGANA,3635,Nagarkurnool,734124,265.588743216218,7,453,25.3648363,67,13,15582,241016,74105,59808,39609,35970,0,665.476201649999,31995,43111,104766,218303,0,204594,394712,15649,640.111365349999,158098,26,60.08,65.55,100,NA
2025-2026,April,36,TELANGANA,3639,Rangareddy,455296,399.25491060216,7,307,21.10776,76,35,13759,160854,52313,47414,17762,21281,0,663.325253899999,22114,27945,83195,151989,0,170942,279992,13835,642.217493899999,109981,39,68.76,78.35,100,NA
2025-2026,April,36,TELANGANA,3645,Mulugu,295843,343.162027501566,7,77,9.39021,57,6,4667,57524,6083,20102,24922,42293,0,206.790734700001,7268,10451,52326,115777,0,86252,181858,4724,197.400524700001,30009,14,13.77,54.54,100,NA
2025-2026,April,36,TELANGANA,3617,Medak,940527,287.635322265493,12,555,20.77559,8,45,12166,517415,89656,47248,90937,32603,0,1509.0438927,41748,63652,112830,245621,0,172841,347306,12174,1488.2683027,303790,18,19.3,85.98,100.03,NA
2025-2026,April,36,TELANGANA,3624,Jogulamba Gadwal,478028,438.596525689001,7,130,16.13914,211,5,12996,84978,25425,43892,1920,2840,0,388.849695599999,11298,16677,83329,190422,0,170665,365317,13207,372.710555599999,44923,39,42.65,44.04,100.01,NA
2025-2026,April,36,TELANGANA,3626,Jagtial,613607,302.730035030488,9,326,10.93258,26,2,12542,361114,92414,45812,27736,8820,0,1104.1331187,37958,45675,100267,178790,0,170675,278200,12568,1093.2005387,271991,13,8.65,86.52,100.01,NA
2025-2026,April,36,TELANGANA,3630,Bhadradri Kothagudem,812195,274.182391148494,11,432,31.166856,59,1,15280,489589,45620,34124,299008,177011,0,1373.533683,42624,59635,129632,288648,0,223416,458925,15339,1342.366827,294599,42,43.3,69.19,100,NA
2025-2026,April,36,TELANGANA,3631,Kumram Bheem(Asifabad),924776,228.7970009004,14,529,31.3063555,67,4,12137,534207,87442,30868,206994,68690,0,1253.5559501,38121,62069,88852,187157,0,122985,244060,12204,1222.2495946,287245,27,28.58,78.83,100,NA
2025-2026,April,36,TELANGANA,3632,Mahabubabad,963133,286.189620584596,12,582,15.86033,55,28,14886,484780,49288,37697,256615,145152,0,1403.25037267,39553,61569,136628,307518,0,236194,495044,14941,1387.39004267,268153,14,43.16,89.94,100.01,NA
2025-2026,April,36,TELANGANA,3633,Medchal,7134,245.307378342833,8,3,1.76365,0,34,872,2281,769,1436,264,168,0,7.35911130000002,272,287,4485,4974,0,20838,22396,872,5.59546130000002,1669,4,100,100,100,NA
2025-2026,April,36,TELANGANA,3642,Suryapet,987580,251.338027798688,9,1270,32.5865617,208,10,20562,468943,103689,84036,84646,78056,0,1211.2186494,48893,72996,176747,408048,0,291443,634397,20770,1178.6320877,289025,19,23.18,25.54,100.01,NA
2025-2026,April,36,TELANGANA,3617,Medak,940527,274.767327283272,14,655,20.77559,22,36,12257,670737,114528,47291,121788,32649,0,1863.741718,47782,73931,112926,245853,0,172840,347353,12279,1842.966128,392907,18,19.04,86.48,100.02,NA
2025-2026,April,36,TELANGANA,3620,Karimnagar,430096,272.945428709277,10,519,10.31232,67,15,13134,261156,86300,43310,2320,1180,0,723.125683799999,25032,30008,78994,159349,0,138569,258988,13201,712.813363799999,193076,20,17.03,43.64,100,NA
2025-2026,April,36,TELANGANA,3625,Hanumakonda,357332,227.863865006826,9,139,9.32081,57,6,5763,110613,33598,32319,5293,3660,0,261.367867,11521,14564,57448,122598,0,98647,200201,5820,252.047057,71654,23,46.78,64.04,100,NA
2025-2026,April,36,TELANGANA,3639,Rangareddy,455296,354.26388479402,10,371,21.10776,159,34,13986,280975,94520,47492,28374,21314,0,1016.5007103,26483,33872,83336,152251,0,170889,279828,14145,995.392950299999,190793,40,69.15,81.41,100,NA
2025-2026,April,36,TELANGANA,3643,Wanaparthy,453787,311.673944474777,7,249,22.79214,330,6,10161,170337,27290,24847,28033,14664,0,553.6881868,21300,26847,70334,147894,0,135091,266042,10491,530.8960468,116872,30,64.94,96.18,100,NA
2025-2026,April,36,TELANGANA,3645,Mulugu,295843,281.834282947793,12,122,9.39021,58,2,4770,150784,17014,20178,68983,42386,0,434.3512152,11761,17520,52423,116081,0,86255,182010,4828,424.9610052,78690,14,16.82,64.27,100,NA
2025-2026,April,36,TELANGANA,3618,Nizamabad,1071261,305.162169068251,8,764,23.0746599,21,16,15242,362469,75878,67544,75584,48560,0,1129.1929225,44598,55013,158178,312672,0,268110,505265,15263,1106.1182626,251250,7,40.6,86.23,100,NA
2025-2026,April,36,TELANGANA,3621,Warangal,478923,219.982434519724,12,441,11.09356,27,11,6829,302992,48152,27357,90380,40554,0,677.622738000002,25215,35598,74851,161457,0,130220,264966,6856,666.529178000002,198848,26,36.7,52.45,100,NA
2025-2026,April,36,TELANGANA,3630,Bhadradri Kothagudem,812195,271.100064088264,12,446,31.166856,79,1,15332,528958,49143,34143,320569,177130,0,1465.172333,44042,61761,129703,288853,0,223391,458955,15411,1434.005477,318611,42,42.98,69.47,100,NA
2025-2026,April,36,TELANGANA,3631,Kumram Bheem(Asifabad),924776,234.310138007341,15,571,31.3063555,83,4,12272,617286,101037,30895,233516,68723,0,1477.670034,41029,67123,88886,187254,0,122984,244094,12355,1446.3636785,331483,27,29.15,79.24,100,NA
2025-2026,April,36,TELANGANA,3644,Yadadri Bhuvanagiri,518140,304.254954205034,9,749,18.62363,17,10,12699,434087,92336,37998,48952,18612,0,1339.35483306,44547,54693,89089,177718,0,157694,292085,12716,1320.73120306,345442,38,77.09,92.82,100,NA
2025-2026,May,36,TELANGANA,3615,Vikarabad,2808079,247.33509151494,19,1303,32.0409148,165,27,22145,1497821,427029,75996,213394,37213,0,3736.67785588,78762,127932,127174,275533,0,192486,391764,22310,3704.63694108,851006,48,84.4,95.34,100,NA
2025-2026,May,36,TELANGANA,3620,Karimnagar,922450,258.588236867869,11,547,10.31232,67,15,13145,309489,101215,43338,2827,1180,0,810.614468399998,26599,32110,79034,159437,0,138569,258999,13212,800.302148399998,227373,20,17.11,41.58,100,NA
2025-2026,May,36,TELANGANA,3625,Hanumakonda,768672,231.060483935075,10,154,9.32081,63,5,5766,123281,36358,32321,6219,3660,0,294.1744852,12289,15575,57465,122635,0,98650,200210,5829,284.8536752,79908,23,47.21,65.57,100.01,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,241.293285292119,12,637,25.3648363,97,6,16214,590153,177548,60111,104081,36162,0,1449.36439825,45863,64355,105301,219422,0,204689,394950,16311,1423.99956195,384419,28,68.6,75.86,100.09,NA
2025-2026,May,36,TELANGANA,3641,Rajanna Sirsilla,795812,257.519036859367,12,273,8.79103,12,5,9408,330201,80138,35114,58229,12297,0,859.121464899997,25942,33203,60239,131096,0,99949,203559,9420,850.330434899997,235835,14,49.15,81.44,100,NA
2025-2026,May,36,TELANGANA,3644,Yadadri Bhuvanagiri,1031171,292.462363009356,11,791,18.62363,17,10,12896,525149,109755,38023,62838,18643,0,1554.48680472,46991,58092,89178,177886,0,157693,292101,12913,1535.86317472,416519,39,76.78,93.01,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,244.856082185059,11,279,20.57301,35,11,12271,358654,51806,24732,63851,22929,0,898.759143000003,30978,38965,80848,148194,0,139349,227945,12306,878.186133000003,255397,26,28.82,61.03,100.01,NA
2025-2026,May,36,TELANGANA,3615,Vikarabad,2808079,234.625785439429,17,1261,32.0409148,165,29,21760,1302504,369395,75932,190543,37167,0,3088.05115517998,76115,123072,127045,275221,0,192486,391710,21925,3056.01024037998,740673,47,83.85,94.71,100,NA
2025-2026,May,36,TELANGANA,3618,Nizamabad,2224554,289.054813614185,8,791,23.0746599,21,21,15270,415831,85631,67571,85990,48571,0,1225.0541819,46876,58083,158224,312771,0,268108,505279,15291,1201.979522,288233,7,40.67,86.34,100,NA
2025-2026,May,36,TELANGANA,3621,Warangal,1008353,213.836094965546,12,471,11.09356,27,10,6859,337554,52813,27360,100039,40614,0,732.905852000001,26562,37692,74895,161557,0,130219,264982,6886,721.812292000001,220966,26,37.73,54.17,100,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,239.021730321665,12,451,25.4972159,20,4,14863,409651,83450,34169,86440,28730,0,1004.65212438,34081,47925,77382,161316,0,117828,231351,14883,979.154908480003,273895,34,52.06,56.33,100,NA
2025-2026,May,36,TELANGANA,3638,Sangareddy,2359986,247.877167823924,13,660,24.46288,155,45,14993,733775,257886,79486,112114,33498,0,1843.3235682,56071,79913,125076,251347,0,229397,420775,15148,1818.8606882,459201,9,22.22,83.21,100.01,NA
2025-2026,May,36,TELANGANA,3641,Rajanna Sirsilla,795812,256.994903858908,11,259,8.79103,12,5,9383,301536,72674,35100,56327,12291,0,783.723183299996,25194,32139,60218,131050,0,99949,203558,9395,774.932153299996,214642,14,50.96,83.78,100,NA
2025-2026,May,36,TELANGANA,3644,Yadadri Bhuvanagiri,1031171,298.213590435561,10,769,18.62363,17,10,12793,476306,100569,38011,54537,18635,0,1439.03285406001,45634,56195,89134,177802,0,157693,292094,12810,1420.40922406001,378151,39,77.26,93.01,100,NA
2025-2026,April,36,TELANGANA,3617,Medak,940527,285.126575330228,12,570,20.77559,8,45,12170,548485,94508,47256,99212,32606,0,1584.6520867,43083,65809,112845,245658,0,172840,347313,12178,1563.8764967,322217,18,19.37,86.88,100.03,NA
2025-2026,April,36,TELANGANA,3618,Nizamabad,1071261,309.527492603951,7,723,23.0746599,21,16,14706,331934,70632,67531,67526,48543,0,1050.5016472,42946,52819,158142,312578,0,268102,505212,14727,1027.4269873,230341,8,41.24,86.98,100,NA
2025-2026,April,36,TELANGANA,3621,Warangal,478923,219.929250199325,11,430,11.09356,27,11,6772,267151,44366,27352,77259,40504,0,598.636751199999,23992,33683,74799,161334,0,130220,264928,6799,587.543191199999,175194,26,34.98,50.62,100,NA
2025-2026,April,36,TELANGANA,3626,Jagtial,613607,311.433901312374,9,334,10.93258,33,2,12541,381446,97871,45817,28900,8820,0,1198.8847392,38517,46375,100277,178813,0,170675,278206,12574,1187.9521592,287182,13,7.2,86.41,100,NA
2025-2026,April,36,TELANGANA,3631,Kumram Bheem(Asifabad),924776,234.512656814808,14,540,31.3063555,67,4,12145,549135,91198,30871,210082,68696,0,1319.0974335,38634,62982,88859,187182,0,122985,244069,12212,1287.791078,295366,27,28.98,78.99,100,NA
2025-2026,April,36,TELANGANA,3633,Medchal,7134,232.562813798837,8,3,1.76365,0,34,872,2406,781,1436,377,168,0,7.35911130000002,272,287,4485,4974,0,20838,22396,872,5.59546130000002,1776,4,100,100,100,NA
2025-2026,April,36,TELANGANA,3634,Mancherial,596775,255.752448908504,12,437,22.2546356,111,6,8629,433487,138784,53042,83007,26342,0,1130.90825380001,34231,48376,77046,164106,0,131074,254622,8740,1108.65361820001,272815,19,26.96,79.25,100.02,NA
2025-2026,April,36,TELANGANA,3642,Suryapet,987580,249.910831737862,9,1298,32.5865617,208,10,20579,477915,105479,84044,86215,78057,0,1226.9479132,49448,73864,176758,408072,0,291442,634396,20787,1194.3613515,294725,19,23.12,25.37,100.01,NA
2025-2026,April,36,TELANGANA,3645,Mulugu,295843,273.989161814335,11,114,9.39021,58,3,4727,120904,13195,20155,54249,42351,0,340.654066200003,10281,15157,52394,115987,0,86259,181955,4785,331.263856200003,62843,14,16.39,63.14,100,NA
2025-2026,April,36,TELANGANA,3614,Mahabubnagar,567915,253.730342406912,10,253,20.57301,32,13,12169,285187,42132,24709,52484,22909,0,744.1789616,28318,35258,80775,148030,0,139348,227889,12201,723.6059516,202362,25,26.72,55.61,100,NA
2025-2026,April,36,TELANGANA,3620,Karimnagar,430096,292.087494117997,9,502,10.31232,66,15,13082,235039,77608,43287,2136,1180,0,696.831845299999,24190,28967,78968,159299,0,138569,258972,13148,686.519525299999,172692,20,19.11,50.23,100,NA
2025-2026,April,36,TELANGANA,3636,Nirmal,1417613,269.785321192593,13,806,22.24916,57,5,14230,892642,165993,52308,220862,48655,0,2430.46624679998,66573,102284,129279,263891,0,184904,349725,14287,2408.21708679998,540944,28,14.42,80.95,100,NA
2025-2026,May,36,TELANGANA,3614,Mahabubnagar,1127269,241.008233665953,11,283,20.57301,35,11,12289,365984,52797,24732,65058,22931,0,902.624583900003,31157,39217,80857,148210,0,139349,227946,12324,882.051573900003,260276,26,29.1,61.43,100.01,NA
2025-2026,May,36,TELANGANA,3620,Karimnagar,922450,265.096692318569,11,529,10.31232,67,15,13141,282890,92966,43317,2469,1180,0,760.244352899999,25671,30880,79005,159378,0,138569,258998,13208,749.932032899999,207926,20,16.87,41.93,100,NA
2025-2026,May,36,TELANGANA,3624,Jogulamba Gadwal,942887,386.800376366177,8,162,17.48649,223,1,13099,121690,34945,43964,2329,2849,0,488.183868000001,14677,21864,83453,190708,0,170663,365339,13322,470.697378000001,65251,39,45.62,46.44,100.01,NA
2025-2026,May,36,TELANGANA,3627,Jangaon,1248146,232.035791850188,12,459,25.4972159,20,4,14883,434783,90255,34192,89299,28731,0,1034.34939278,34625,48749,77397,161351,0,117827,231350,14903,1008.85217688,290553,34,52.55,57.31,100,NA
2025-2026,May,36,TELANGANA,3631,Kumram Bheem(Asifabad),1614890,223.061091643774,16,601,31.3063555,96,3,12371,721151,117384,30911,268394,68788,0,1639.91364849999,44458,73210,88958,187393,0,122984,244106,12467,1608.60729299999,386312,27,29.29,76.35,100.09,NA
2025-2026,May,36,TELANGANA,3634,Mancherial,1094197,242.92470861436,14,472,22.2546356,138,6,8703,542803,172197,53144,100197,26372,0,1340.8572417,36400,52011,77162,164374,0,131098,254708,8841,1318.6026061,341730,19,27.02,78.44,100.04,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,245.020481419012,12,620,25.3648363,97,6,16160,542490,165960,60088,93893,36149,0,1354.57644595,44718,62431,105253,219333,0,204682,394936,16257,1329.21160965,353973,28,67.44,74.65,100.1,NA
2025-2026,May,36,TELANGANA,3637,Peddapalli,836555,284.633168934941,11,570,10.6845898,20,5,8643,347915,79955,34828,16603,4621,0,1000.9660795,29601,38298,70713,159884,0,125164,256423,8663,990.281489700002,247355,12,18.46,60.83,100,NA
2025-2026,May,36,TELANGANA,3638,Sangareddy,2359986,248.57987431189,13,663,24.46288,159,45,15001,746610,261525,79475,112562,33500,0,1880.3850796,56619,80757,125083,251357,0,229390,420765,15160,1855.9221996,466941,9,22.26,83.19,100.01,NA
2025-2026,May,36,TELANGANA,3642,Suryapet,2379258,245.095034981642,10,1495,32.5865617,255,10,20740,593740,127107,84122,112309,78076,0,1487.8138224,57445,86791,176868,408317,0,291438,634437,20995,1455.2272607,366929,19,19.9,23.03,100.01,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,244.363621923723,11,228,14.64904,17,0,8882,269644,39128,23040,22945,7268,0,673.560884700004,23682,32584,65981,135651,0,116849,210892,8899,658.911844700004,177596,26,46.87,80.53,100,NA
2025-2026,May,36,TELANGANA,3615,Vikarabad,2808079,266.525749713249,24,1405,32.0409148,353,26,23184,2039237,577161,76128,282258,37319,199.87982,5667.01243747998,84568,139041,127503,276294,0,192478,391868,23537,5435.09170267998,1158414,50,85.22,95.18,100,NA
2025-2026,May,36,TELANGANA,3621,Warangal,1008353,215.258748017523,15,545,11.09356,53,5,6957,498745,77175,27420,147733,40833,116.76456,1201.4503628,31460,45310,75092,162069,1,130211,265101,7010,1073.5922428,327147,26,41.86,59.58,100.01,NA
2025-2026,May,36,TELANGANA,3626,Jagtial,1254775,297.841033635399,13,382,10.93258,69,2,12684,586406,151433,45882,44573,8837,143.83398,1901.3242517,44108,53452,100402,179079,0,170692,278313,12753,1746.5576917,439913,13,25.6,83.3,100.01,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,243.9650786497,14,668,25.3648363,153,6,16432,741643,221469,60177,133766,36245,178.65964,2013.37440455,49465,69957,105490,219753,0,204710,394961,16585,1809.34992825,483573,29,71.51,79.1,100.08,NA
2025-2026,May,36,TELANGANA,3641,Rajanna Sirsilla,795812,254.994203800975,14,301,8.79103,14,5,9513,412736,100726,35170,73945,12297,105.73851,1166.98241699999,27687,35680,60302,131280,0,99949,203611,9527,1052.45287699999,296128,14,44.97,74.52,100.01,NA
2025-2026,May,36,TELANGANA,3642,Suryapet,2379258,245.643326424179,11,1989,32.5865617,310,9,20901,898325,191155,84248,172787,78179,178.20543,2417.46740380001,76313,118704,177182,409034,0,291427,634529,21211,2206.67541210001,555204,19,16.51,19.4,100.01,NA
2025-2026,May,36,TELANGANA,3645,Mulugu,666970,276.043746028411,16,163,9.39021,115,0,4856,285780,32108,20282,130923,42663,80.03519,878.303217399993,17175,26382,52552,116644,0,86260,182356,4971,788.877817399993,150374,15,21.65,65.53,100,NA
2025-2026,May,36,TELANGANA,3619,Adilabad,1868212,278.471451241858,22,1101,34.76561,132,9,19796,1577234,232518,40042,826291,111689,0,4426.91201928,71203,125313,109332,236331,0,174481,348724,19928,4392.14640928,807592,45,56.01,86.88,100.09,NA
2025-2026,May,36,TELANGANA,3629,Kamareddy,1723249,250.081720663494,10,846,17.81032,55,9,11842,401752,84676,62071,81060,41649,0,1022.5186344,39279,54967,156426,307836,0,257983,496925,11897,1004.7083144,245324,12,38.08,58.03,100.04,NA
2025-2026,May,36,TELANGANA,3631,Kumram Bheem(Asifabad),1614890,228.037252876071,18,645,31.3063555,96,3,12484,866721,142947,30932,317870,68838,0,2007.75311400001,48013,79713,89023,187516,1,122984,244117,12580,1976.44675850001,464466,27,31.07,78.11,100.07,NA
2025-2026,May,36,TELANGANA,3632,Mahabubabad,2091505,270.144791075809,15,793,15.86033,77,28,14995,778670,75945,37801,422377,145760,0,2119.39677467,50496,80329,137065,308564,0,236393,495594,15072,2103.53644467,431000,14,43.43,89.96,100.03,NA
2025-2026,May,36,TELANGANA,3643,Wanaparthy,946790,311.09471483427,8,266,22.79214,342,6,10244,205214,32645,24870,32892,14680,0,661.202048099999,23531,29940,70369,147993,0,135091,266082,10586,638.409908099999,140963,31,67.07,96.85,100,NA
2025-2026,May,36,TELANGANA,3645,Mulugu,666970,276.559020552026,14,134,9.39021,59,2,4806,201440,22169,20205,91181,42452,0,566.490701000002,13980,21038,52451,116218,0,86255,182113,4865,557.100491000002,105606,15,14.86,59.19,100,NA
2025-2026,May,36,TELANGANA,3646,Narayanpet,823778,241.352973728434,12,239,14.64904,17,0,8923,296937,42572,23044,25087,7268,0,731.315319600001,24280,33526,66006,135689,0,116849,210892,8940,716.666279600001,194728,26,48.73,81.26,100,NA
2025-2026,May,36,TELANGANA,3625,Hanumakonda,768672,225.648896952891,10,179,9.32081,64,5,5783,162285,46596,32348,8180,3662,107.69948,483.214602419999,14863,19142,57514,122746,0,98668,200275,5847,366.194312419999,104404,23,47.24,69.03,100.01,NA
2025-2026,May,36,TELANGANA,3643,Wanaparthy,946790,310.619541914422,9,281,22.79214,346,6,10352,238641,36991,24890,36312,14689,101.69185,865.749571019996,25042,32031,70411,148071,0,135092,266089,10698,741.265581019995,164440,31,68.23,97.08,100,NA
2025-2026,May,36,TELANGANA,3644,Yadadri Bhuvanagiri,1031171,290.516237262157,12,813,18.62363,24,9,13008,584518,122424,38039,70562,18659,165.89545,1882.63877972001,48252,59895,89207,177964,0,157693,292120,13032,1698.11969972001,463038,40,77.2,93.33,100,NA
2025-2026,May,36,TELANGANA,3617,Medak,1807119,263.546283846688,17,780,20.77559,222,24,12186,1011842,172208,47394,177064,32724,172.47772,2859.9252994,56763,89211,113131,246375,0,172841,347459,12408,2666.6719894,596335,18,18.63,86.93,100.04,NA
2025-2026,May,36,TELANGANA,3621,Warangal,1008353,214.326009020413,15,544,11.09356,39,5,6958,496873,76543,27416,147698,40826,116.76456,1192.7861908,31430,45244,75091,162054,1,130213,265089,6997,1064.9280708,325933,26,41.87,59.53,100.01,NA
2025-2026,May,36,TELANGANA,3623,Nalgonda,2886118,278.317288728141,16,2680,50.6820808,352,22,27419,1976586,343525,103636,535105,102031,285.77111,5837.63375538001,121791,184666,219311,506196,0,381883,810336,27771,5501.18056458001,1253820,36,54.18,77.04,100,NA
2025-2026,May,36,TELANGANA,3624,Jogulamba Gadwal,942887,348.836899777583,9,219,17.48649,242,1,13249,192432,57148,44108,3702,2854,96.62806,785.388372979998,20278,30450,83627,191118,0,170665,365374,13491,671.273822979998,105584,39,50.11,50.74,100.04,NA
2025-2026,May,36,TELANGANA,3635,Nagarkurnool,1440217,243.0319674376,14,667,25.3648363,141,6,16437,737937,219852,60183,133757,36244,178.65964,1997.44728585,49411,69880,105487,219756,0,204710,394966,16578,1793.42280955,481060,29,71.63,79.17,100.08,NA
2025-2026,May,36,TELANGANA,3640,Siddipet,1758469,274.025238266394,18,788,35.111827,622,24,20956,1248657,281147,62838,60235,10070,189.11128,3645.85842638001,67779,95797,123410,266818,0,206059,413638,21578,3421.63531938001,839483,63,54.63,74.31,100.01,NA
2025-2026,May,36,TELANGANA,3645,Mulugu,666970,263.694675995679,16,162,9.39021,110,0,4853,281416,31797,20276,128977,42609,80.03519,831.504409400001,17036,26139,52519,116555,0,86259,182335,4963,742.079009400001,148234,15,20.64,65.13,100,NA
2025-2026,May,36,TELANGANA,3618,Nizamabad,2224554,272.789286287143,11,940,23.0746599,21,20,15380,598504,123665,67655,123609,48626,197.42329,1853.1527399,53858,67806,158394,313146,0,268010,505170,15401,1632.65479,411558,7,40.51,85.63,100.03,NA
2025-2026,May,36,TELANGANA,3621,Warangal,1008353,212.83100927653,15,521,11.09356,37,5,6956,481969,73901,27409,143628,40813,116.76456,1153.6376071,30881,44406,75070,161993,1,130213,265065,6993,1025.7794871,315966,26,41.84,59.42,100.01,NA
2025-2026,May,36,TELANGANA,3624,Jogulamba Gadwal,942887,349.32822774485,9,213,17.48649,234,1,13246,186103,55446,44100,3307,2852,95.64895,763.245751679998,19755,29685,83620,191102,0,170663,365367,13480,650.110311679998,101970,39,50.35,51.03,100.04,NA
2025-2026,May,36,TELANGANA,3625,Hanumakonda,768672,228.92415244613,11,186,9.32081,64,5,5793,187909,53599,32369,9734,3667,111.51868,551.008575619999,16187,21057,57557,122841,0,98675,200312,5857,430.169085619999,121667,23,44.79,70.41,100.01,NA
